,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
4049,84,29.9,11.7,4.5,11.4,40.2,0.7,2.3,9.1,2.3,2.9,71.6,1.6,3.0,4.5,1.7,0.6,0.6,1.9,1
4050,101,50.5,20.5,7.2,19.0,36.6,1.3,3.7,35.2,3.9,4.8,85.1,1.3,3.7,5.1,3.6,1.7,0.5,3.5,1
4051,74,24.2,9.9,4.0,9.7,42.2,1.0,3.0,58.8,0.9,1.3,69.8,0.9,2.5,3.5,2.2,0.6,0.0,1.8,1
4052,50,11.7,2.9,1.0,2.6,39.2,0.2,0.6,26.2,0.6,0.8,72.6,0.5,1.9,2.3,1.4,0.7,0.3,0.9,1
4053,57,14.5,7.4,2.9,7.2,41.2,0.6,1.7,7.5,0.8,1.1,73.3,0.5,1.1,1.6,1.1,0.3,0.4,1.3,1
4054,54,22.9,5.2,2.0,4.1,46.9,0.5,1.1,24.9,0.8,1.2,77.8,0.9,2.2,3.2,2.0,1.0,0.3,1.4,1
4055,97,11.0,5.0,1.8,4.3,41.6,0.1,0.2,42.6,1.0,1.8,62.6,1.5,1.5,2.7,0.8,0.5,0.4,1.1,1
4056,76,17.1,8.3,3.3,6.6,52.7,0.2,0.5,24.5,1.6,2.6,65.9,2.7,2.3,4.7,0.6,0.4,0.3,0.9,1
4057,57,16.1,10.5,4.5,8.7,53.9,0.4,1.4,11.1,1.7,2.3,73.8,0.8,2.1,3.0,0.7,0.5,0.3,1.4,1
4058,32,10.4,2.8,1.2,3.4,37.0,0.2,0.4,24.0,0.3,0.5,62.0,0.5,1.2,1.7,0.9,0.4,0.2,1.0,0
4059,95,34.5,17.6,7.0,13.6,52.7,0.3,1.3,19.7,2.7,3.6,73.0,1.2,4.7,6.1,3.3,1.4,0.4,2.8,1
4060,82,31.9,12.0,5.3,10.5,51.6,0.0,0.0,32.7,2.0,2.5,77.2,3.0,4.5,7.3,1.7,0.9,0.4,1.4,1
4061,93,53.8,22.8,9.3,18.6,56.6,0.2,0.7,13.3,4.1,5.5,74.9,3.9,6.4,10.5,4.7,1.6,0.9,4.2,1
4062,44,7.8,2.2,0.8,2.0,41.1,0.0,0.1,0.0,0.4,0.5,65.4,0.7,0.7,1.4,0.1,0.3,0.6,0.4,1
4063,84,17.0,6.1,3.0,5.9,48.9,0.2,0.6,12.9,0.5,0.6,83.4,0.8,2.5,3.2,0.7,0.4,0.3,0.8,1
4064,70,15.9,7.7,2.8,5.4,50.4,0.0,0.0,39.6,1.8,2.0,91.4,0.7,2.2,3.0,0.7,0.6,0.2,0.6,1
4065,106,48.1,18.4,7.2,13.4,54.6,0.2,0.4,16.3,3.7,5.3,70.6,3.0,8.3,12.3,3.9,1.0,0.6,3.8,1
4066,85,39.5,16.8,6.9,15.1,46.1,1.1,3.3,41.4,1.7,2.0,80.4,1.0,2.6,4.0,5.8,1.4,0.1,2.4,1
4067,27,4.8,2.3,0.7,1.7,42.1,0.3,0.9,14.1,0.8,0.8,104.5,0.1,0.4,0.6,0.4,0.1,0.0,0.2,1
4068,88,49.6,22.4,9.3,18.5,51.8,0.0,0.0,0.0,4.9,6.3,82.1,1.7,4.3,6.0,7.1,1.8,0.4,2.9,1
4069,67,12.0,3.8,1.3,3.6,35.2,0.5,1.6,31.5,0.8,0.9,83.6,0.5,1.0,1.5,1.1,0.2,0.2,0.7,1
4070,83,28.9,10.3,3.9,10.1,39.0,0.5,1.8,3.0,1.7,2.5,63.9,1.6,3.1,4.8,1.6,0.6,0.7,1.7,1
4071,77,25.9,8.3,3.5,7.2,48.5,0.0,0.1,0.0,1.4,2.4,62.7,2.5,3.6,6.5,0.8,0.3,0.3,0.9,1
4072,74,12.8,4.3,1.8,3.0,55.1,0.4,0.9,45.1,0.4,0.6,72.0,1.2,1.9,3.0,0.4,0.2,0.3,0.4,1
4073,67,19.4,7.1,3.0,6.3,48.5,0.3,0.8,11.7,1.1,1.5,76.7,1.0,1.4,2.5,2.3,0.6,0.3,1.1,1
4074,59,21.9,10.5,4.2,10.9,39.1,1.0,2.9,38.9,1.1,1.8,62.2,0.4,1.5,2.0,2.6,0.9,0.7,1.9,1
4075,62,12.9,4.6,2.0,3.4,55.9,0.0,0.0,0.0,0.7,1.0,65.3,2.7,3.4,6.0,0.1,0.5,0.3,0.7,1
4076,77,16.0,7.6,3.4,5.8,57.5,0.0,0.0,20.2,1.5,2.1,75.9,1.4,2.8,4.4,0.5,0.5,0.3,0.8,1
4077,76,32.4,9.8,4.3,8.0,53.9,0.0,0.0,15.2,1.7,2.3,72.8,1.8,4.2,6.1,4.5,1.8,0.2,2.9,1
4078,55,23.3,7.8,3.2,6.3,50.5,0.1,0.4,15.6,1.5,2.1,68.6,1.0,1.8,2.8,2.1,0.7,0.3,1.7,1
4079,84,18.5,10.0,3.7,6.9,54.5,0.4,1.0,13.9,2.0,2.8,70.8,0.9,2.4,3.2,2.1,0.4,0.4,1.9,1
4080,74,30.4,9.4,3.8,7.8,50.2,0.0,0.0,7.0,2.3,3.3,70.8,1.5,3.4,5.4,1.8,1.2,0.3,1.6,1
4081,75,18.9,7.7,3.3,6.3,52.4,0.1,0.3,19.4,1.1,2.0,59.9,0.6,1.9,2.4,1.7,0.4,0.0,1.5,1
4082,75,14.7,5.9,1.9,5.3,34.2,0.8,2.0,41.6,1.4,2.1,66.7,0.5,1.4,1.9,1.8,0.9,0.3,1.8,1
4083,75,18.6,5.5,2.3,4.9,48.2,0.4,0.9,6.9,0.8,0.8,80.6,1.2,3.2,4.6,0.8,0.6,0.5,0.6,1
4084,74,23.4,4.9,1.9,4.6,41.2,0.3,0.8,9.7,0.6,1.0,73.1,0.9,2.0,3.0,3.2,0.7,0.2,1.2,1
4085,57,15.7,5.4,2.4,3.9,59.0,0.2,0.4,0.0,0.7,1.8,38.3,3.7,3.3,7.0,0.2,0.5,0.4,0.6,1
4086,73,13.1,6.2,2.3,4.9,46.2,0.2,0.5,34.0,1.4,2.2,65.8,0.9,1.5,2.1,1.0,0.4,0.2,1.4,0
4087,68,24.6,6.9,2.5,6.7,35.1,0.3,0.8,32.8,1.3,1.9,74.1,1.2,3.7,5.1,1.2,0.8,0.5,1.3,1
4088,89,33.2,11.6,4.1,9.2,46.9,0.6,1.6,20.5,2.6,3.6,77.3,0.9,3.3,4.1,3.7,1.3,0.4,2.2,1
4089,38,19.2,8.6,2.9,7.5,38.7,0.6,1.8,41.3,2.3,2.8,73.7,1.0,2.1,3.2,2.4,1.0,0.2,1.5,1
4090,63,13.5,4.6,1.7,4.3,38.5,0.1,0.6,28.8,0.8,1.1,72.9,0.4,0.9,1.3,2.4,1.0,0.0,1.2,1
4091,56,29.2,14.0,5.7,11.7,51.1,0.6,1.8,21.5,2.1,2.6,83.4,1.3,3.6,5.0,2.7,1.0,0.3,2.4,1
4092,63,18.2,8.9,4.0,6.5,60.7,0.1,0.0,0.0,0.9,1.5,68.6,1.8,2.3,4.1,0.6,0.3,0.3,1.2,1
4093,54,10.5,4.0,1.6,3.9,41.4,0.3,1.0,32.0,0.6,0.9,62.0,0.5,1.5,2.2,0.9,0.1,0.2,0.4,1
4094,87,27.7,15.6,5.0,13.7,35.9,1.2,3.6,54.2,3.3,3.3,117.5,0.4,1.7,2.2,3.0,1.7,0.0,2.0,1
4095,34,10.3,2.0,0.8,1.9,40.4,0.0,0.1,13.0,0.4,0.5,70.3,1.3,0.7,1.6,0.2,0.3,0.3,0.3,1
4096,48,8.1,2.1,0.9,1.6,50.8,0.0,0.0,1.3,0.5,1.1,19.0,1.0,1.4,2.3,0.3,0.3,0.3,0.5,1
4097,67,13.7,4.2,1.6,2.9,53.0,0.0,0.0,0.0,1.2,1.9,58.4,1.7,2.2,3.9,0.5,0.4,0.4,0.9,1
4098,55,13.1,5.0,2.0,3.5,54.7,0.1,0.2,12.2,1.0,1.6,61.0,1.5,2.5,4.0,0.3,0.2,0.3,0.7,1
4099,65,19.3,4.2,1.8,3.7,46.9,0.0,0.0,0.0,0.6,1.1,59.6,1.7,3.4,5.7,0.3,0.3,2.5,0.5,0
4100,54,21.5,10.3,4.3,8.8,48.2,0.1,0.6,12.4,1.5,2.2,67.1,1.2,2.1,3.3,1.2,0.5,0.1,1.4,1
4101,59,26.6,13.2,5.7,11.8,50.0,0.0,0.0,8.3,2.4,3.2,80.5,3.0,3.5,6.5,1.7,1.2,0.5,2.2,0
4102,48,14.5,5.2,2.1,4.5,45.8,0.2,0.6,15.9,1.2,1.8,60.1,1.0,1.9,3.0,1.0,0.5,0.1,1.0,1
4103,37,9.8,2.0,0.8,2.6,32.1,0.0,0.0,0.0,0.3,0.5,62.9,0.6,1.6,2.1,0.3,0.2,0.3,0.7,1
4104,91,19.1,10.6,3.9,9.1,41.8,0.1,0.2,13.5,2.7,3.3,83.5,1.8,2.3,4.0,3.0,0.6,0.0,2.2,1
4105,11,8.8,2.0,0.7,2.1,35.4,0.6,1.7,32.5,0.2,0.3,69.2,0.5,1.3,1.9,0.2,0.1,0.1,0.4,1
4106,52,7.3,2.2,0.9,1.9,46.1,0.1,0.5,28.3,0.4,0.4,80.5,0.1,0.8,0.9,1.0,0.1,0.0,1.1,1
4107,56,12.6,5.0,2.0,4.2,44.7,0.1,0.5,20.8,0.9,1.4,63.3,1.3,2.0,3.2,0.6,0.2,0.2,1.0,1
4108,59,9.0,3.1,1.1,2.1,52.4,0.0,0.0,15.7,1.0,1.4,76.6,0.9,1.1,1.8,0.6,0.4,0.2,0.9,1
4109,81,28.6,8.6,3.5,7.7,43.9,0.3,1.1,4.5,1.7,2.9,62.3,1.6,4.4,6.1,0.8,0.4,0.4,1.3,1
4110,51,23.8,10.2,3.5,7.7,46.6,0.8,2.3,38.1,2.1,2.2,90.9,0.5,1.8,2.2,1.7,0.9,0.2,1.4,1
4111,59,11.4,5.1,2.0,4.3,44.9,0.0,0.0,0.0,1.6,2.6,60.1,2.1,1.7,3.6,0.5,0.3,0.3,1.7,1
4112,47,14.8,5.3,2.3,4.8,47.8,0.3,1.1,31.0,0.5,0.8,62.6,0.6,2.0,2.8,1.7,0.6,0.1,0.7,1
4113,49,7.2,2.0,0.7,1.8,38.4,0.5,1.2,15.3,0.6,0.8,70.4,0.1,0.6,0.6,1.6,0.1,0.0,0.5,1
4114,73,15.3,3.3,1.6,3.2,47.8,0.0,0.0,0.0,0.5,0.9,60.1,1.7,2.2,3.8,0.6,0.5,0.2,0.6,1
4115,60,24.0,11.8,4.0,8.2,48.0,0.9,2.5,31.8,3.1,3.9,79.9,0.7,2.1,2.6,5.4,1.9,0.5,3.0,1
4116,39,20.3,7.4,3.6,7.3,47.9,0.7,2.1,27.0,0.4,0.4,77.5,0.4,1.7,2.0,1.1,0.4,0.2,0.8,1
4117,78,10.6,3.5,1.2,2.8,41.2,0.5,1.3,31.4,0.8,1.1,72.2,0.4,0.7,1.1,2.2,0.9,0.2,1.1,0
4118,68,16.4,6.2,2.5,5.0,47.8,0.0,0.1,24.4,1.6,2.4,66.5,1.6,1.5,2.9,1.5,1.1,0.3,1.3,1
4119,51,22.2,7.6,2.9,7.4,39.2,0.3,0.9,17.8,1.1,1.2,82.4,0.5,1.3,1.8,2.4,0.6,0.1,1.3,1
4120,53,14.9,4.2,1.7,3.5,50.6,0.2,0.5,17.3,0.6,0.7,72.9,1.3,1.6,3.1,0.8,0.6,0.2,0.6,1
4121,68,21.0,8.1,3.5,6.7,46.5,0.0,0.0,31.3,1.2,1.6,74.0,2.1,1.9,3.8,0.9,0.9,0.2,1.1,1
4122,64,8.6,3.2,1.1,2.7,45.6,0.2,0.6,17.7,1.1,1.4,80.1,0.5,0.8,1.4,0.4,0.1,0.0,0.6,1
4123,59,13.0,5.7,2.1,4.6,48.7,0.0,0.1,1.7,1.6,2.6,63.4,1.6,1.5,2.8,1.6,0.8,0.5,1.1,1
4124,41,14.8,4.9,1.9,4.7,41.2,1.0,2.4,31.1,0.4,0.5,67.1,0.5,1.6,2.0,0.6,0.2,0.2,0.8,1
4125,64,23.3,6.2,2.7,5.1,51.3,0.0,0.0,23.6,1.1,1.8,65.5,1.3,2.1,3.3,1.2,0.6,0.3,0.9,1
4126,51,6.5,1.8,0.6,2.0,32.2,0.0,0.0,20.5,0.5,0.6,75.3,0.1,0.6,0.7,0.5,0.1,0.0,0.6,1
4127,43,8.5,2.3,0.8,1.7,46.0,0.1,0.2,2.9,0.8,1.5,48.7,0.1,0.8,0.9,2.5,0.5,0.3,1.2,1
4128,99,42.0,16.2,6.5,11.3,59.5,0.4,0.7,25.2,2.5,3.4,73.2,3.8,6.9,10.8,2.5,1.3,1.0,3.2,1
4129,77,23.0,8.6,3.4,6.6,52.0,0.3,0.8,33.3,1.6,1.7,103.5,1.4,2.7,4.2,0.6,0.2,0.3,0.6,1
4130,36,10.8,2.8,1.1,2.1,52.5,0.4,0.6,5.3,0.3,0.5,55.3,0.9,2.2,3.1,0.2,0.2,0.3,0.4,1
4131,60,12.5,3.8,1.5,3.5,41.1,0.1,0.4,44.3,0.6,0.7,82.3,1.0,2.6,3.4,0.2,0.3,0.3,0.6,1
4132,80,27.0,11.1,4.6,8.4,55.8,0.3,1.2,20.9,1.2,2.0,69.4,1.7,2.7,4.6,0.7,0.9,0.3,0.8,1
4133,43,7.4,3.4,1.2,3.0,40.1,0.6,1.3,25.3,0.6,1.2,58.8,0.7,1.3,2.0,0.1,0.2,0.3,0.5,1
4134,68,23.3,11.6,4.3,8.5,49.1,0.6,1.8,48.9,2.3,3.1,76.8,1.3,2.6,4.0,1.7,0.6,0.5,1.7,1
4135,68,15.4,8.7,3.5,7.1,52.0,0.0,0.0,12.3,1.0,1.4,77.4,1.0,2.4,3.3,1.1,0.8,0.4,1.3,1
4136,54,8.2,2.3,0.8,1.7,46.7,0.2,0.6,0.0,0.9,1.2,70.3,0.8,1.1,1.8,0.5,0.3,0.3,0.3,1
4137,87,21.5,5.2,2.0,5.1,39.8,0.7,1.7,39.9,0.8,1.2,70.5,0.8,1.7,2.6,2.9,0.5,0.1,1.6,1
4138,60,8.2,4.1,1.6,3.4,46.5,0.0,0.0,28.5,1.0,1.4,67.8,0.6,0.7,1.2,1.3,0.6,0.0,1.0,1
4139,58,24.5,6.6,2.8,5.5,49.5,0.0,0.4,37.1,1.1,1.3,82.0,0.5,2.0,2.6,4.9,1.2,0.3,1.5,0
4140,57,10.3,4.7,2.0,4.8,40.1,0.0,0.0,18.2,0.7,0.9,67.4,0.6,1.3,1.9,0.3,0.1,0.2,0.9,0
4141,46,9.4,4.5,1.9,4.7,40.0,0.0,0.0,6.7,0.6,0.9,67.3,0.8,0.6,1.3,0.7,0.4,0.0,0.6,1
4142,31,5.8,1.4,0.5,1.6,29.4,0.0,0.0,22.4,0.3,0.4,80.6,0.1,0.3,0.5,0.6,0.4,0.1,0.4,1
4143,40,8.5,2.5,1.0,1.9,50.9,0.0,0.0,0.0,0.6,1.0,69.9,0.8,1.3,2.2,0.1,0.2,0.1,0.4,0
4144,74,21.2,3.9,1.5,4.1,39.8,0.5,1.5,33.1,0.5,0.8,62.2,0.5,2.0,2.6,2.3,0.9,0.5,1.3,1
4145,31,9.5,2.4,1.1,2.7,41.7,0.2,0.6,15.8,0.1,0.1,69.2,0.5,0.8,1.2,1.1,0.3,0.0,0.5,1
4146,56,20.8,3.7,1.3,3.3,41.9,0.4,1.5,27.4,0.8,1.1,77.4,0.5,2.1,2.5,2.3,0.9,0.3,1.0,0
4147,44,9.7,3.9,1.4,3.6,36.5,0.3,0.8,37.0,0.9,0.9,88.3,1.2,0.7,1.6,0.3,0.1,0.3,0.6,1
4148,79,32.4,13.1,5.3,11.9,46.5,0.9,3.0,20.6,1.6,2.3,76.0,1.3,3.6,4.9,1.8,0.6,0.4,1.7,0
4149,68,23.6,10.3,4.5,10.6,43.6,0.5,1.5,3.4,1.1,1.5,77.5,0.7,2.5,3.5,3.1,0.8,0.2,2.2,1
4150,60,12.9,7.0,2.9,4.8,58.3,0.0,0.0,0.0,1.6,2.6,66.6,1.0,1.7,2.6,0.5,0.4,0.5,0.9,1
4151,62,11.8,2.4,1.0,2.1,45.2,0.0,0.1,19.9,0.3,0.5,65.2,0.6,1.2,1.9,1.0,0.3,0.2,0.4,1
4152,31,8.7,2.9,1.0,2.3,43.7,0.0,0.0,16.9,0.7,1.0,71.1,0.3,0.8,1.0,0.7,0.1,0.0,0.4,1
4153,63,14.5,7.3,2.7,4.9,56.5,0.0,0.1,22.2,1.9,3.3,55.8,1.2,2.5,3.7,0.5,0.5,0.4,0.9,1
4154,16,4.8,1.6,0.6,1.5,39.2,0.2,1.0,16.1,0.4,0.5,81.2,0.2,0.3,0.5,0.2,0.3,0.0,0.1,0
4155,91,18.9,7.1,3.2,5.4,56.7,0.0,0.0,0.0,1.2,2.3,51.0,2.3,4.7,6.5,0.2,0.5,14.5,1.1,1
4156,87,33.7,13.1,4.6,11.9,37.2,1.0,3.1,25.1,3.1,3.8,83.6,0.5,1.8,2.5,5.8,1.0,0.2,2.0,1
4157,78,22.6,7.4,2.8,6.0,46.4,0.0,0.0,17.5,2.2,3.3,67.1,1.5,2.1,3.5,1.7,1.3,0.3,1.2,1
4158,55,14.1,5.3,2.1,4.4,45.8,0.3,0.9,3.7,0.9,1.2,77.0,1.5,3.4,4.7,0.2,0.2,0.6,1.0,1
4159,75,27.9,8.0,3.4,7.3,48.5,0.0,0.0,15.2,1.8,2.7,65.1,2.1,4.1,6.0,2.2,0.8,0.8,1.8,1
4160,54,16.4,4.9,2.1,4.6,45.4,0.1,0.6,5.4,0.6,0.6,80.8,0.5,1.1,1.4,1.9,0.5,0.0,1.0,1
4161,91,17.9,7.2,2.7,5.5,50.2,0.1,0.0,10.1,1.6,2.4,65.6,3.4,2.9,6.4,1.1,0.8,0.3,1.5,1
4162,59,12.5,4.2,1.4,3.6,39.7,0.6,1.8,43.2,1.3,1.9,63.7,0.2,1.1,1.4,1.8,0.5,0.0,0.9,0
4163,50,13.2,5.2,2.0,4.1,47.6,0.0,0.0,15.6,1.0,1.7,59.1,0.9,1.3,2.2,0.6,0.9,0.4,1.2,1
4164,30,5.4,1.6,0.6,1.5,38.8,0.4,0.9,21.6,0.3,0.5,58.9,0.0,0.3,0.4,0.4,0.2,0.0,0.6,0
4165,26,13.2,3.7,1.2,3.7,33.8,1.0,2.9,34.6,0.6,0.6,84.0,0.1,1.0,1.0,1.7,0.6,0.0,1.0,0
4166,84,32.0,9.0,3.4,7.5,46.5,0.6,1.9,33.7,1.9,2.7,69.3,1.3,3.5,4.8,3.4,0.9,0.3,1.5,1
4167,52,13.1,3.5,1.6,3.4,46.2,0.0,0.3,26.0,0.4,0.4,82.4,0.7,1.4,2.3,0.5,0.2,0.2,0.5,1
4168,73,26.2,10.8,5.2,12.0,44.1,0.2,0.8,0.0,1.0,1.8,62.9,1.0,2.8,4.2,2.9,1.2,0.1,1.5,1
4169,63,24.5,8.3,2.9,6.4,43.7,0.5,1.4,10.0,2.2,3.0,68.7,1.1,3.5,4.7,2.3,0.7,0.5,1.7,1
4170,86,24.8,9.4,3.8,6.6,56.0,0.0,0.0,8.2,1.9,2.6,74.2,2.2,3.4,5.7,0.8,0.5,0.5,1.6,1
4171,52,8.8,2.4,0.9,2.7,33.6,0.1,0.6,10.9,0.3,0.5,64.2,0.3,0.3,0.6,2.4,0.6,0.0,1.5,0
4172,75,24.5,7.2,2.8,5.9,48.7,0.6,1.2,42.8,0.9,1.2,78.4,0.8,2.2,3.2,2.7,1.1,0.0,1.3,1
4173,81,21.0,6.2,2.5,4.8,50.9,0.5,1.4,30.8,0.9,1.5,64.7,0.9,3.4,4.2,1.3,0.3,0.4,1.0,1
4174,75,12.7,2.6,1.1,3.0,38.0,0.1,0.5,33.2,0.2,0.3,61.9,0.6,1.8,2.5,1.0,0.3,0.2,0.9,1
4175,42,10.0,2.0,0.7,2.0,36.5,0.0,0.0,6.6,0.5,0.6,78.1,0.6,1.0,1.5,0.5,0.3,0.1,0.8,1
4176,57,15.8,4.3,1.5,3.4,44.9,0.5,1.6,19.1,1.0,1.4,69.8,1.0,1.5,2.6,0.8,1.0,0.1,1.0,1
4177,52,13.0,3.6,1.5,3.7,41.7,0.1,0.2,23.2,0.4,0.6,66.6,0.2,1.0,1.4,2.5,0.7,0.0,1.2,0
4178,40,23.5,8.9,3.9,8.3,46.5,0.0,0.5,41.7,0.9,1.6,53.5,1.4,2.0,3.4,1.2,0.6,0.4,1.1,0
4179,56,35.6,15.8,6.6,15.8,40.4,0.0,0.0,0.0,3.1,4.3,66.7,1.8,2.8,4.7,3.5,1.7,1.5,3.0,1
4180,39,5.3,1.1,0.4,1.2,38.2,0.2,0.8,0.0,0.1,0.1,70.6,0.0,0.3,0.5,1.1,0.3,0.0,0.2,0
4181,78,19.3,6.9,2.6,5.7,44.2,0.2,0.7,0.0,2.0,2.6,77.7,1.0,1.5,2.6,0.9,0.7,0.0,1.1,1
4182,34,10.3,3.1,1.1,2.7,41.2,0.5,1.4,37.5,0.5,0.8,62.6,0.2,0.7,0.9,1.7,0.8,0.0,0.8,1
4183,70,19.9,7.2,2.7,5.4,48.7,0.5,1.5,30.6,1.3,1.4,88.3,0.4,1.7,2.2,2.5,0.5,0.2,1.2,1
4184,47,12.0,2.6,1.0,2.0,48.6,0.0,0.0,0.0,0.8,1.6,48.4,3.0,3.1,5.7,0.1,0.6,1.3,0.6,0
4185,57,5.8,1.3,0.5,1.2,41.6,0.2,0.4,8.0,0.2,0.3,76.5,0.2,0.6,0.8,0.2,0.1,0.3,0.3,1
4186,63,22.2,10.3,4.3,9.6,43.5,0.4,1.1,2.5,1.3,1.7,74.3,1.8,3.9,5.0,1.2,0.8,0.4,0.9,0
4187,64,24.1,7.4,2.8,6.4,44.8,0.5,1.3,15.7,1.4,1.8,77.0,1.9,2.8,5.0,1.2,0.7,0.3,1.5,1
4188,90,42.0,26.0,8.7,17.1,52.8,0.8,2.2,24.6,7.0,8.7,85.0,1.4,4.3,5.5,3.4,1.5,0.5,3.6,1
4189,71,25.7,8.2,3.3,6.2,51.7,0.6,1.5,37.0,1.1,1.9,53.1,1.0,2.3,3.3,2.0,0.7,0.2,1.8,0
4190,58,12.1,5.3,2.2,5.3,39.7,0.4,1.5,21.4,0.7,0.9,68.7,0.5,0.8,1.5,0.3,0.4,0.1,0.6,1
4191,70,20.7,8.9,3.5,7.1,48.7,0.4,0.7,25.1,1.9,2.5,71.5,1.1,2.7,3.6,1.4,1.1,1.3,1.3,1
4192,71,16.6,8.7,3.3,6.9,49.4,0.2,0.7,17.0,1.9,2.8,67.4,1.4,3.0,4.6,0.7,0.6,0.4,1.8,1
4193,60,13.7,4.3,2.2,4.0,53.0,0.0,0.0,0.0,0.7,1.1,63.0,0.7,1.6,2.5,1.0,0.5,0.1,1.3,1
4194,98,45.1,12.4,4.8,10.8,45.0,1.0,2.5,66.9,1.4,1.6,92.2,0.4,3.4,3.4,3.9,1.3,0.3,2.3,1
4195,59,15.7,4.2,1.4,3.4,43.1,0.1,0.3,20.2,1.3,1.8,62.6,1.4,2.5,3.9,1.0,0.5,0.2,0.7,1
4196,90,33.2,15.4,6.0,11.9,52.2,1.0,2.6,27.9,1.9,1.9,97.8,1.4,2.8,4.1,2.0,1.0,0.4,1.9,1
4197,73,15.7,5.5,2.0,4.0,51.9,0.4,1.3,13.3,0.9,1.6,63.9,0.8,2.2,3.1,0.9,0.9,0.3,0.9,1
4198,65,11.6,4.5,1.6,2.5,58.7,0.1,0.4,27.1,1.5,1.9,72.2,1.3,1.8,3.1,0.3,0.4,0.3,0.5,1
4199,45,12.0,4.4,1.6,3.2,51.9,0.1,0.2,0.0,1.0,1.2,75.6,1.3,2.3,3.4,0.3,0.1,0.2,0.5,1
4200,54,17.9,6.6,2.3,7.1,30.8,1.1,2.9,42.6,0.8,1.0,82.0,0.2,0.7,1.0,2.3,0.6,0.1,0.9,0
4201,93,32.1,14.9,6.2,13.6,47.6,0.5,1.4,26.3,1.9,2.4,77.9,2.5,3.1,5.2,2.1,0.7,0.2,1.3,1
4202,61,23.9,9.1,3.4,7.1,46.7,0.0,0.0,0.0,2.6,3.8,67.3,1.4,2.8,4.0,2.3,1.0,0.4,2.6,0
4203,53,10.5,4.0,1.2,3.4,33.7,0.4,1.1,28.8,1.4,2.0,69.4,0.4,0.7,1.0,1.5,0.5,0.0,1.3,1
4204,65,32.0,8.8,3.9,7.3,52.5,0.3,0.7,19.3,0.8,1.3,65.1,1.9,4.7,6.6,1.1,1.0,1.0,1.2,1
4205,70,38.6,16.9,6.1,16.8,32.5,1.2,3.5,50.5,2.4,3.0,83.1,0.7,1.5,2.3,5.1,1.4,0.2,2.4,1
4206,73,13.5,3.0,1.1,2.8,41.2,0.2,0.9,22.1,0.2,0.4,69.8,0.7,1.2,1.8,0.7,0.6,0.1,0.4,1
4207,39,8.0,1.8,0.8,2.4,35.9,0.2,0.3,44.0,0.1,0.1,71.8,0.3,0.8,1.0,0.4,0.1,0.4,0.3,1
4208,71,21.7,8.6,3.6,8.5,43.2,0.2,0.9,16.0,1.1,1.6,71.9,0.3,1.2,1.4,3.8,1.6,0.0,2.0,1
4209,56,8.1,1.4,0.6,1.4,44.3,0.0,0.0,0.0,0.2,0.3,63.4,1.1,1.3,2.4,0.0,0.1,0.0,0.2,0
4210,73,17.9,6.8,2.9,6.2,48.3,0.3,1.1,18.8,0.7,1.1,62.7,0.4,1.7,2.0,2.3,0.8,0.0,1.5,1
4211,88,49.4,15.9,6.3,12.5,50.2,0.8,2.5,21.7,2.5,3.7,64.3,1.9,5.6,7.8,6.0,2.1,0.5,2.6,1
4212,49,12.5,5.4,1.9,4.6,42.3,0.0,0.0,3.5,1.4,1.9,68.4,0.9,1.4,2.2,1.2,0.8,0.2,0.8,1
4213,42,10.2,2.1,0.8,2.2,37.1,0.0,0.0,0.0,0.6,1.2,35.0,1.0,1.1,2.0,0.9,0.4,0.1,1.0,1
4214,32,11.2,3.2,1.2,3.5,34.7,0.0,0.0,16.1,0.9,1.5,58.5,0.6,1.4,2.0,1.9,0.4,0.1,1.1,0
4215,88,9.1,3.5,1.5,2.7,54.2,0.0,0.0,8.8,0.8,1.2,63.2,0.4,1.3,1.7,0.6,0.1,0.2,0.9,1
4216,59,6.6,2.8,1.0,3.2,32.3,0.0,0.0,28.4,0.6,0.6,97.7,0.1,0.5,0.6,0.5,0.2,0.0,0.8,0
4217,70,15.8,6.9,2.6,5.9,43.9,0.1,0.2,1.2,1.5,1.9,78.2,0.9,2.5,3.3,0.8,0.3,0.5,1.5,1
4218,68,13.5,8.1,3.2,6.5,48.5,0.0,0.0,20.8,1.6,2.4,69.5,0.6,1.0,1.8,1.8,0.9,0.0,1.3,1
4219,62,19.8,9.0,3.6,7.5,47.8,0.3,0.8,42.8,1.5,2.1,71.5,1.1,2.1,3.2,1.0,0.5,0.3,0.9,1
4220,61,20.3,6.5,2.5,5.7,43.7,0.3,0.9,38.8,1.3,1.7,77.5,0.6,1.6,2.2,2.3,0.8,0.0,0.8,1
4221,66,15.4,3.1,1.1,2.8,39.1,0.1,0.5,20.4,0.6,1.1,58.5,1.0,1.9,2.9,1.2,0.8,0.2,0.9,1
4222,46,13.7,6.2,2.3,4.9,47.3,0.6,1.9,22.4,0.9,1.3,76.3,0.8,1.8,2.6,1.3,0.3,0.3,1.4,0
4223,79,17.6,9.6,3.2,8.3,38.9,0.5,1.6,42.9,2.4,3.1,79.9,0.1,0.9,1.0,3.8,1.3,0.0,2.3,1
4224,83,25.0,10.0,3.8,9.1,42.1,0.5,1.5,13.5,1.8,2.0,92.1,1.1,2.6,3.9,1.1,0.6,0.2,0.9,0
